epoch,loss,score
0,4.855000019073486,-4.855000019073486
1,4.3295159339904785,-4.3295159339904785
2,4.056727886199951,-4.056727886199951
3,3.966538667678833,-3.966538667678833
4,3.8656837940216064,-3.8656837940216064
5,3.824383020401001,-3.824383020401001
6,3.824110269546509,-3.824110269546509
7,3.776118040084839,-3.776118040084839
8,3.7493088245391846,-3.7493088245391846
9,3.745177745819092,-3.745177745819092
10,3.722590446472168,-3.722590446472168
11,3.6875972747802734,-3.6875972747802734
12,3.7129993438720703,-3.7129993438720703
13,3.6676249504089355,-3.6676249504089355
14,3.6490304470062256,-3.6490304470062256
15,3.6581063270568848,-3.6581063270568848
16,3.644425630569458,-3.644425630569458
17,3.665360927581787,-3.665360927581787
18,3.6415305137634277,-3.6415305137634277
19,3.6007068157196045,-3.6007068157196045
20,3.6073665618896484,-3.6073665618896484
21,3.62422513961792,-3.62422513961792
22,3.5940940380096436,-3.5940940380096436
23,3.5889155864715576,-3.5889155864715576
24,3.618809461593628,-3.618809461593628
25,3.5882859230041504,-3.5882859230041504
26,3.571955919265747,-3.571955919265747
27,3.584064483642578,-3.584064483642578
28,3.5857930183410645,-3.5857930183410645
29,3.5596706867218018,-3.5596706867218018
30,3.5684659481048584,-3.5684659481048584
31,3.580193042755127,-3.580193042755127
32,3.5402073860168457,-3.5402073860168457
33,3.562849521636963,-3.562849521636963
34,3.5501747131347656,-3.5501747131347656
35,3.550544261932373,-3.550544261932373
36,3.5394251346588135,-3.5394251346588135
37,3.5370287895202637,-3.5370287895202637
38,3.536780834197998,-3.536780834197998
39,3.529118776321411,-3.529118776321411
40,3.5219619274139404,-3.5219619274139404
41,3.5425562858581543,-3.5425562858581543
42,3.5141351222991943,-3.5141351222991943
43,3.515293598175049,-3.515293598175049
44,3.525838613510132,-3.525838613510132
45,3.5072739124298096,-3.5072739124298096
46,3.5070385932922363,-3.5070385932922363
47,3.502068281173706,-3.502068281173706
48,3.515758514404297,-3.515758514404297
49,3.509212017059326,-3.509212017059326
50,3.4986281394958496,-3.4986281394958496
51,3.5016791820526123,-3.5016791820526123
52,3.4937214851379395,-3.4937214851379395
53,3.492943286895752,-3.492943286895752
54,3.48661732673645,-3.48661732673645
55,3.494830369949341,-3.494830369949341
56,3.494539976119995,-3.494539976119995
57,3.4884731769561768,-3.4884731769561768
58,3.5002024173736572,-3.5002024173736572
59,3.4876697063446045,-3.4876697063446045
60,3.485417366027832,-3.485417366027832
61,3.483994960784912,-3.483994960784912
62,3.484851598739624,-3.484851598739624
63,3.482041120529175,-3.482041120529175
64,3.478722333908081,-3.478722333908081
65,3.476625442504883,-3.476625442504883
66,3.4758002758026123,-3.4758002758026123
67,3.4772911071777344,-3.4772911071777344
68,3.4713220596313477,-3.4713220596313477
69,3.4726459980010986,-3.4726459980010986
70,3.466792106628418,-3.466792106628418
71,3.4776997566223145,-3.4776997566223145
72,3.4703967571258545,-3.4703967571258545
73,3.4711098670959473,-3.4711098670959473
74,3.472748279571533,-3.472748279571533
75,3.472597122192383,-3.472597122192383
76,3.464899778366089,-3.464899778366089
77,3.4735188484191895,-3.4735188484191895
78,3.4627904891967773,-3.4627904891967773
79,3.4674177169799805,-3.4674177169799805
80,3.4651072025299072,-3.4651072025299072
81,3.4612107276916504,-3.4612107276916504
82,3.462899684906006,-3.462899684906006
83,3.4665393829345703,-3.4665393829345703
84,3.4682626724243164,-3.4682626724243164
85,3.458775043487549,-3.458775043487549
86,3.460312604904175,-3.460312604904175
87,3.4593544006347656,-3.4593544006347656
88,3.4579741954803467,-3.4579741954803467
89,3.4690725803375244,-3.4690725803375244
90,3.458951950073242,-3.458951950073242
91,3.4548354148864746,-3.4548354148864746
92,3.4537487030029297,-3.4537487030029297
93,3.4551939964294434,-3.4551939964294434
94,3.4547345638275146,-3.4547345638275146
95,3.4513356685638428,-3.4513356685638428
96,3.452063798904419,-3.452063798904419
97,3.4475135803222656,-3.4475135803222656
98,3.4497487545013428,-3.4497487545013428
99,3.4524497985839844,-3.4524497985839844
