epoch,loss,score
0,3.1731672943185227,-3.1731672943185227
1,2.7133254643973954,-2.7133254643973954
2,2.6608116834535513,-2.6608116834535513
3,2.5581402494273053,-2.5581402494273053
4,2.4896229571158734,-2.4896229571158734
5,2.456762645222725,-2.456762645222725
6,2.471801952484551,-2.471801952484551
7,2.424466895400931,-2.424466895400931
8,2.393915389655927,-2.393915389655927
9,2.3934984928971037,-2.3934984928971037
10,2.380012055055811,-2.380012055055811
11,2.344385740953848,-2.344385740953848
12,2.3568346894115484,-2.3568346894115484
13,2.335109767563846,-2.335109767563846
14,2.3088697151306574,-2.3088697151306574
15,2.3262513930644464,-2.3262513930644464
16,2.3028028667519944,-2.3028028667519944
17,2.3029826048317306,-2.3029826048317306
18,2.320963347723725,-2.320963347723725
19,2.267526558779795,-2.267526558779795
20,2.2776620541143853,-2.2776620541143853
21,2.282711883203699,-2.282711883203699
22,2.253072765989041,-2.253072765989041
23,2.2566955264555206,-2.2566955264555206
24,2.2563265201148637,-2.2563265201148637
25,2.256471925919209,-2.256471925919209
26,2.2307556856662853,-2.2307556856662853
27,2.241782144668999,-2.241782144668999
28,2.2340499447026385,-2.2340499447026385
29,2.2403619661243686,-2.2403619661243686
30,2.217640519142151,-2.217640519142151
31,2.2383552089743657,-2.2383552089743657
32,2.2033224663603197,-2.2033224663603197
33,2.220532538693979,-2.220532538693979
34,2.2136745277894745,-2.2136745277894745
35,2.2220532434795977,-2.2220532434795977
36,2.2149852765809506,-2.2149852765809506
37,2.1996241447028764,-2.1996241447028764
38,2.2113336554361047,-2.2113336554361047
39,2.195360911001853,-2.195360911001853
40,2.196335109002,-2.196335109002
41,2.197462903250248,-2.197462903250248
42,2.196323739279301,-2.196323739279301
43,2.1870627184526636,-2.1870627184526636
44,2.1975699728782025,-2.1975699728782025
45,2.1846775932049534,-2.1846775932049534
46,2.1841538794543767,-2.1841538794543767
47,2.1833321523228917,-2.1833321523228917
48,2.1876209044675217,-2.1876209044675217
49,2.1875268319331176,-2.1875268319331176
50,2.1872847725492006,-2.1872847725492006
51,2.1856845901646746,-2.1856845901646746
52,2.1936074998400628,-2.1936074998400628
53,2.1734405427897743,-2.1734405427897743
54,2.170103462464219,-2.170103462464219
55,2.180338671448034,-2.180338671448034
56,2.175163963519105,-2.175163963519105
57,2.1826180558685864,-2.1826180558685864
58,2.1761193942586217,-2.1761193942586217
59,2.1809257039236365,-2.1809257039236365
60,2.1664835717699944,-2.1664835717699944
61,2.171327423611912,-2.171327423611912
62,2.1708525462981756,-2.1708525462981756
63,2.162937352416712,-2.162937352416712
64,2.1699557840277297,-2.1699557840277297
65,2.1616523692367275,-2.1616523692367275
66,2.164424539706029,-2.164424539706029
67,2.1577886594544857,-2.1577886594544857
68,2.164677435105,-2.164677435105
69,2.1559318894640023,-2.1559318894640023
70,2.15496947240392,-2.15496947240392
71,2.1668053854496105,-2.1668053854496105
72,2.1635372901181564,-2.1635372901181564
73,2.1549495513286065,-2.1549495513286065
74,2.164641244695821,-2.164641244695821
75,2.1544145651913564,-2.1544145651913564
76,2.1554761151655004,-2.1554761151655004
77,2.155405450304714,-2.155405450304714
78,2.1633600926180496,-2.1633600926180496
79,2.151612359449404,-2.151612359449404
80,2.1606798139187173,-2.1606798139187173
81,2.149180932876167,-2.149180932876167
82,2.1497235648128963,-2.1497235648128963
83,2.157119670045485,-2.157119670045485
84,2.157969319492305,-2.157969319492305
85,2.153146945008444,-2.153146945008444
86,2.1526932749179526,-2.1526932749179526
87,2.148127535067567,-2.148127535067567
88,2.1511578111473573,-2.1511578111473573
89,2.1527104279316895,-2.1527104279316895
90,2.140051629565178,-2.140051629565178
91,2.144465830347954,-2.144465830347954
92,2.140785780521708,-2.140785780521708
93,2.142862556177542,-2.142862556177542
94,2.146104451713212,-2.146104451713212
95,2.1425789277487937,-2.1425789277487937
96,2.1465257898383183,-2.1465257898383183
97,2.1344253295058504,-2.1344253295058504
98,2.1372444115647484,-2.1372444115647484
99,2.132315163218647,-2.132315163218647
